trial_id,pair_id,condition,age,grade,mood,location,goal_label,goal_text,seed,latency_s,attempts,first_attempt_pass,final_pass,page_count,avg_sentences_per_page,avg_words_per_sentence,total_words,page_count_pass,spp_pass,wps_pass,total_words_pass,fkgl_score,fkgl_pass,fre_score,fre_pass,story_elements_found,story_elements_pass,cohesion_mean,cohesion_pairs,aoa_coverage_pct,aoa_pass,goal_mention_count,goal_mention_pass,goal_action_count,goal_action_pass,goal_reminder_count,goal_reminder_pass,unsafe_hits,safe_pass,all_pass_automated,errors
A08_Mscared_Lschool_Gempathy_S42_Cbaseline,A08_Mscared_Lschool_Gempathy_S42,baseline,8,3,scared,school,empathy,empathy: caring about how others feel,42,7.75,1,,,16,3.38,6.44,348,False,True,True,False,2.32,True,92.98,True,6,True,0.0269,33,91.54,False,3,True,4,True,2,True,0,True,False,
A08_Mscared_Lschool_Gempathy_S1337_Cbaseline,A08_Mscared_Lschool_Gempathy_S1337,baseline,8,3,scared,school,empathy,empathy: caring about how others feel,1337,10.67,1,,,16,4.62,4.91,363,False,False,False,False,1.78,False,92.6,True,6,True,0.023,41,89.47,False,3,True,6,True,2,True,0,True,False,
A08_Mscared_Lpark_Gempathy_S42_Cfull,A08_Mscared_Lpark_Gempathy_S42,full,8,3,scared,park,empathy,empathy: caring about how others feel,42,52.94,3,False,False,16,3.88,7.31,453,False,True,True,False,2.35,True,94.41,True,6,True,0.0244,46,92.76,False,5,True,3,True,2,True,0,True,False,
A08_Mscared_Lpark_Gempathy_S1337_Cfull,A08_Mscared_Lpark_Gempathy_S1337,full,8,3,scared,park,empathy,empathy: caring about how others feel,1337,54.04,3,False,False,16,4.75,5.47,416,False,False,False,False,1.27,False,97.54,True,6,True,0.0296,43,91.21,False,5,True,6,True,3,True,0,True,False,
A08_Mscared_Lschool_Gpersistence_S42_Cbaseline,A08_Mscared_Lschool_Gpersistence_S42,baseline,8,3,scared,school,persistence,persistence: keeping trying when tasks are hard,42,10.2,1,,,16,4.5,5.18,373,False,False,False,False,0.7,False,101.11,True,6,True,0.0263,38,88.42,False,3,True,5,True,3,True,0,True,False,
A08_Mscared_Lpark_Gpersistence_S1337_Cfull,A08_Mscared_Lpark_Gpersistence_S1337,full,8,3,scared,park,persistence,persistence: keeping trying when tasks are hard,1337,43.49,3,False,False,16,3.06,6.02,295,False,True,True,False,1.84,False,96.0,True,6,True,0.0081,33,92.96,False,3,True,5,True,2,True,0,True,False,
A08_Mscared_Lpark_Gpersistence_S42_Cfull,A08_Mscared_Lpark_Gpersistence_S42,full,8,3,scared,park,persistence,persistence: keeping trying when tasks are hard,42,62.81,3,False,False,16,4.38,5.5,385,False,False,False,False,1.06,False,99.09,True,6,True,0.0145,40,92.18,False,2,True,5,True,3,True,0,True,False,
A08_Mscared_Lschool_Gpersistence_S1337_Cbaseline,A08_Mscared_Lschool_Gpersistence_S1337,baseline,8,3,scared,school,persistence,persistence: keeping trying when tasks are hard,1337,10.56,1,,,16,4.38,6.73,471,False,False,True,False,2.4,True,92.75,True,6,True,0.017,54,86.93,False,5,True,5,True,3,True,0,True,False,
A10_Mhappy_Lpark_Gempathy_S42_Cbaseline,A10_Mhappy_Lpark_Gempathy_S42,baseline,10,5,happy,park,empathy,empathy: caring about how others feel,42,14.02,1,,,16,5.5,6.86,604,False,False,False,False,2.83,False,89.02,False,6,True,0.0491,47,91.6,False,5,True,7,True,3,True,0,True,False,
A10_Mhappy_Lpark_Gempathy_S1337_Cbaseline,A10_Mhappy_Lpark_Gempathy_S1337,baseline,10,5,happy,park,empathy,empathy: caring about how others feel,1337,12.98,1,,,16,3.88,9.31,577,False,True,True,False,4.55,True,83.78,False,6,True,0.0377,46,91.47,False,5,True,4,True,3,True,0,True,False,
A08_Mscared_Lschool_Gempathy_S1337_Cfull,A08_Mscared_Lschool_Gempathy_S1337,full,8,3,scared,school,empathy,empathy: caring about how others feel,1337,54.47,3,False,False,16,4.19,7.1,476,False,True,True,False,1.88,False,97.19,True,6,True,0.0216,51,92.32,False,5,True,6,True,3,True,0,True,False,
A08_Mscared_Lschool_Gpersistence_S42_Cfull,A08_Mscared_Lschool_Gpersistence_S42,full,8,3,scared,school,persistence,persistence: keeping trying when tasks are hard,42,52.58,3,False,False,15,3.13,8.79,413,True,True,True,False,2.98,True,91.61,True,6,True,0.0064,41,90.54,False,3,True,5,True,3,True,0,True,False,
A08_Mscared_Lschool_Gempathy_S42_Cfull,A08_Mscared_Lschool_Gempathy_S42,full,8,3,scared,school,empathy,empathy: caring about how others feel,42,78.93,3,False,False,16,3.62,6.93,402,False,True,True,False,2.27,True,94.59,True,6,True,0.0158,42,90.03,False,4,True,5,True,3,True,0,True,False,
A10_Mhappy_Lpark_Gpersistence_S42_Cbaseline,A10_Mhappy_Lpark_Gpersistence_S42,baseline,10,5,happy,park,persistence,persistence: keeping trying when tasks are hard,42,11.41,1,,,16,3.25,6.81,354,False,True,False,False,3.05,False,89.22,False,6,True,0.0278,36,91.29,False,4,True,5,True,3,True,0,True,False,
A08_Mscared_Lschool_Gpersistence_S1337_Cfull,A08_Mscared_Lschool_Gpersistence_S1337,full,8,3,scared,school,persistence,persistence: keeping trying when tasks are hard,1337,54.15,3,False,False,16,4.62,6.66,493,False,False,True,False,2.03,True,94.87,True,6,True,0.0269,58,89.1,False,3,True,5,True,2,True,0,True,False,
A08_Msad_Lschool_Gpersistence_S1337_Cfull,A08_Msad_Lschool_Gpersistence_S1337,full,8,3,sad,school,persistence,persistence: keeping trying when tasks are hard,1337,139.48,3,False,False,16,4.69,6.16,462,False,False,True,False,1.83,False,95.02,True,6,True,0.0137,50,90.02,False,3,True,5,True,2,True,0,True,False,
A10_Mhappy_Lpark_Gpersistence_S1337_Cbaseline,A10_Mhappy_Lpark_Gpersistence_S1337,baseline,10,5,happy,park,persistence,persistence: keeping trying when tasks are hard,1337,11.04,1,,,16,3.75,7.98,479,False,True,False,False,3.53,False,87.89,False,6,True,0.0185,44,93.67,False,4,True,8,True,4,True,0,True,False,
A10_Mhappy_Lschool_Gempathy_S42_Cbaseline,A10_Mhappy_Lschool_Gempathy_S42,baseline,10,5,happy,school,empathy,empathy: caring about how others feel,42,13.08,1,,,16,3.56,7.65,436,False,True,False,False,3.56,False,87.24,False,6,True,0.0378,41,90.43,False,3,True,6,True,2,True,0,True,False,
A10_Mhappy_Lpark_Gempathy_S42_Cfull,A10_Mhappy_Lpark_Gempathy_S42,full,10,5,happy,park,empathy,empathy: caring about how others feel,42,53.96,3,False,False,16,3.75,8.47,508,False,True,True,False,3.8,False,87.18,False,6,True,0.013,44,93.27,False,5,True,5,True,2,True,0,True,False,
A10_Mhappy_Lschool_Gempathy_S1337_Cbaseline,A10_Mhappy_Lschool_Gempathy_S1337,baseline,10,5,happy,school,empathy,empathy: caring about how others feel,1337,11.42,1,,,16,5.25,6.1,512,False,False,False,False,2.87,False,87.18,False,6,True,0.014,52,91.08,False,5,True,6,True,3,True,0,True,False,
A10_Mhappy_Lschool_Gpersistence_S42_Cbaseline,A10_Mhappy_Lschool_Gpersistence_S42,baseline,10,5,happy,school,persistence,persistence: keeping trying when tasks are hard,42,12.1,1,,,16,4.88,5.97,466,False,False,False,False,2.72,False,88.33,False,6,True,0.0094,53,89.58,False,4,True,6,True,3,True,0,True,False,
A10_Mhappy_Lpark_Gempathy_S1337_Cfull,A10_Mhappy_Lpark_Gempathy_S1337,full,10,5,happy,park,empathy,empathy: caring about how others feel,1337,56.13,3,False,False,16,3.62,8.02,465,False,True,True,False,3.59,False,87.84,False,6,True,0.0264,42,94.18,False,3,True,7,True,2,True,0,True,False,
A10_Mhappy_Lschool_Gpersistence_S1337_Cbaseline,A10_Mhappy_Lschool_Gpersistence_S1337,baseline,10,5,happy,school,persistence,persistence: keeping trying when tasks are hard,1337,11.54,1,,,16,4.31,6.99,482,False,False,False,False,3.36,False,86.14,False,6,True,0.0145,49,92.16,False,3,True,6,True,4,True,0,True,False,
A10_Msad_Lpark_Gempathy_S42_Cbaseline,A10_Msad_Lpark_Gempathy_S42,baseline,10,5,sad,park,empathy,empathy: caring about how others feel,42,11.59,1,,,16,4.56,8.12,593,False,False,True,False,3.49,False,87.94,False,6,True,0.0212,57,89.71,False,5,True,6,True,3,True,0,True,False,
A10_Mhappy_Lpark_Gpersistence_S1337_Cfull,A10_Mhappy_Lpark_Gpersistence_S1337,full,10,5,happy,park,persistence,persistence: keeping trying when tasks are hard,1337,53.56,3,False,False,16,4.56,7.26,530,False,False,False,False,2.09,False,95.74,True,6,True,0.026,57,91.98,False,5,True,7,True,4,True,0,True,False,
A10_Mhappy_Lpark_Gpersistence_S42_Cfull,A10_Mhappy_Lpark_Gpersistence_S42,full,10,5,happy,park,persistence,persistence: keeping trying when tasks are hard,42,65.59,3,False,False,16,4.25,8.5,578,False,True,True,False,3.02,False,92.14,True,6,True,0.0218,52,93.19,False,5,True,5,True,3,True,0,True,False,
A10_Mhappy_Lschool_Gempathy_S42_Cfull,A10_Mhappy_Lschool_Gempathy_S42,full,10,5,happy,school,empathy,empathy: caring about how others feel,42,54.8,3,False,False,16,3.75,7.63,458,False,True,False,False,3.3,False,88.97,False,0,False,0.0206,44,90.77,False,4,True,6,True,3,True,0,True,False,
A10_Msad_Lpark_Gempathy_S1337_Cbaseline,A10_Msad_Lpark_Gempathy_S1337,baseline,10,5,sad,park,empathy,empathy: caring about how others feel,1337,14.24,1,,,16,4.69,7.89,592,False,False,False,False,3.66,False,86.11,False,6,True,0.0223,59,86.28,False,4,True,6,True,2,True,0,True,False,
A10_Msad_Lpark_Gpersistence_S42_Cbaseline,A10_Msad_Lpark_Gpersistence_S42,baseline,10,5,sad,park,persistence,persistence: keeping trying when tasks are hard,42,12.3,1,,,15,4.6,7.0,483,True,False,False,False,1.75,False,95.09,True,6,True,0.0121,48,89.73,False,3,True,5,True,2,True,0,True,False,
A10_Mhappy_Lschool_Gempathy_S1337_Cfull,A10_Mhappy_Lschool_Gempathy_S1337,full,10,5,happy,school,empathy,empathy: caring about how others feel,1337,60.9,3,False,False,15,4.4,9.0,594,True,False,True,False,3.27,False,88.2,False,6,True,0.0232,64,89.27,False,5,True,6,True,3,True,0,True,False,
A10_Mhappy_Lschool_Gpersistence_S42_Cfull,A10_Mhappy_Lschool_Gpersistence_S42,full,10,5,happy,school,persistence,persistence: keeping trying when tasks are hard,42,58.28,3,False,False,16,3.69,8.9,525,False,True,True,False,4.46,False,83.76,False,6,True,0.0283,43,92.55,False,3,True,6,True,2,True,0,True,False,
A10_Msad_Lschool_Gempathy_S42_Cbaseline,A10_Msad_Lschool_Gempathy_S42,baseline,10,5,sad,school,empathy,empathy: caring about how others feel,42,14.45,1,,,16,3.12,8.38,419,False,True,True,False,4.59,True,82.38,False,6,True,0.0428,34,92.19,False,3,True,5,True,3,True,0,True,False,
A10_Msad_Lpark_Gpersistence_S1337_Cbaseline,A10_Msad_Lpark_Gpersistence_S1337,baseline,10,5,sad,park,persistence,persistence: keeping trying when tasks are hard,1337,19.28,1,,,16,5.75,7.15,658,False,False,False,False,2.29,False,93.42,True,6,True,0.0171,55,92.18,False,2,True,5,True,2,True,0,True,False,
A10_Mhappy_Lschool_Gpersistence_S1337_Cfull,A10_Mhappy_Lschool_Gpersistence_S1337,full,10,5,happy,school,persistence,persistence: keeping trying when tasks are hard,1337,64.33,3,False,False,15,5.07,6.83,519,True,False,False,False,3.26,False,84.1,False,6,True,0.0127,61,92.61,False,5,True,6,True,3,True,0,True,False,
A10_Msad_Lpark_Gempathy_S42_Cfull,A10_Msad_Lpark_Gempathy_S42,full,10,5,sad,park,empathy,empathy: caring about how others feel,42,63.46,3,False,False,16,5.81,5.26,489,False,False,False,False,1.17,False,97.48,True,6,True,0.0291,54,89.64,False,4,True,7,True,2,True,0,True,False,
A10_Msad_Lschool_Gempathy_S1337_Cbaseline,A10_Msad_Lschool_Gempathy_S1337,baseline,10,5,sad,school,empathy,empathy: caring about how others feel,1337,12.61,1,,,16,4.56,7.19,525,False,False,False,False,3.82,False,83.41,False,6,True,0.0143,57,89.86,False,5,True,6,True,3,True,0,True,False,
A10_Msad_Lpark_Gempathy_S1337_Cfull,A10_Msad_Lpark_Gempathy_S1337,full,10,5,sad,park,empathy,empathy: caring about how others feel,1337,59.46,3,False,False,16,4.75,7.21,548,False,False,False,False,3.2,False,87.72,False,6,True,0.021,60,91.03,False,5,True,7,True,4,True,0,True,False,
A10_Msad_Lschool_Gpersistence_S42_Cbaseline,A10_Msad_Lschool_Gpersistence_S42,baseline,10,5,sad,school,persistence,persistence: keeping trying when tasks are hard,42,13.79,1,,,16,4.44,8.0,568,False,False,True,False,3.16,False,90.09,True,6,True,0.0099,55,90.65,False,3,True,5,True,4,True,0,True,False,
A10_Msad_Lpark_Gpersistence_S42_Cfull,A10_Msad_Lpark_Gpersistence_S42,full,10,5,sad,park,persistence,persistence: keeping trying when tasks are hard,42,58.53,3,False,False,16,4.56,7.88,575,False,False,False,False,2.52,False,94.11,True,6,True,0.0129,57,92.28,False,4,True,5,True,3,True,0,True,False,
A10_Msad_Lschool_Gpersistence_S1337_Cbaseline,A10_Msad_Lschool_Gpersistence_S1337,baseline,10,5,sad,school,persistence,persistence: keeping trying when tasks are hard,1337,14.1,1,,,16,4.38,7.41,519,False,False,False,False,2.97,False,90.08,True,6,True,0.02,54,89.26,False,3,True,6,True,3,True,0,True,False,
A10_Msad_Lpark_Gpersistence_S1337_Cfull,A10_Msad_Lpark_Gpersistence_S1337,full,10,5,sad,park,persistence,persistence: keeping trying when tasks are hard,1337,64.66,3,False,False,16,4.31,8.26,570,False,False,True,False,3.22,False,90.31,True,6,True,0.0147,53,91.35,False,2,True,6,True,2,True,0,True,False,
A10_Mscared_Lpark_Gempathy_S42_Cbaseline,A10_Mscared_Lpark_Gempathy_S42,baseline,10,5,scared,park,empathy,empathy: caring about how others feel,42,15.27,1,,,16,5.69,6.59,600,False,False,False,False,2.03,False,94.02,True,6,True,0.025,54,90.48,False,5,True,5,True,3,True,0,True,False,
A10_Msad_Lschool_Gpersistence_S42_Cfull,A10_Msad_Lschool_Gpersistence_S42,full,10,5,sad,school,persistence,persistence: keeping trying when tasks are hard,42,54.45,3,False,False,16,4.12,6.85,452,False,True,False,False,2.74,False,90.63,True,6,True,0.0214,50,90.11,False,2,True,4,True,3,True,0,True,False,
A10_Mscared_Lpark_Gpersistence_S42_Cbaseline,A10_Mscared_Lpark_Gpersistence_S42,baseline,10,5,scared,park,persistence,persistence: keeping trying when tasks are hard,42,13.25,1,,,16,4.88,7.85,612,False,False,False,False,2.86,False,91.65,True,6,True,0.0245,62,88.6,False,3,True,5,True,4,True,0,True,False,
A10_Msad_Lschool_Gempathy_S1337_Cfull,A10_Msad_Lschool_Gempathy_S1337,full,10,5,sad,school,empathy,empathy: caring about how others feel,1337,77.78,3,False,False,16,4.69,8.25,619,False,False,True,False,3.5,False,88.02,False,6,True,0.0215,59,91.78,False,5,True,10,True,4,True,0,True,False,
A10_Msad_Lschool_Gpersistence_S1337_Cfull,A10_Msad_Lschool_Gpersistence_S1337,full,10,5,sad,school,persistence,persistence: keeping trying when tasks are hard,1337,65.74,3,False,False,16,4.0,8.61,551,False,True,True,False,3.41,False,90.21,True,6,True,0.0283,48,89.44,False,3,True,5,True,3,True,0,True,False,
A10_Mscared_Lpark_Gpersistence_S1337_Cbaseline,A10_Mscared_Lpark_Gpersistence_S1337,baseline,10,5,scared,park,persistence,persistence: keeping trying when tasks are hard,1337,10.01,1,,,16,4.25,8.28,563,False,True,True,False,3.46,False,88.81,False,6,True,0.0115,52,91.47,False,5,True,6,True,3,True,0,True,False,
A10_Mscared_Lpark_Gempathy_S1337_Cbaseline,A10_Mscared_Lpark_Gempathy_S1337,baseline,10,5,scared,park,empathy,empathy: caring about how others feel,1337,13.89,1,,,16,5.56,6.75,601,False,False,False,False,2.56,False,91.09,True,6,True,0.0125,73,88.78,False,5,True,6,True,3,True,0,True,False,
A10_Mscared_Lpark_Gempathy_S42_Cfull,A10_Mscared_Lpark_Gempathy_S42,full,10,5,scared,park,empathy,empathy: caring about how others feel,42,63.46,3,False,False,16,4.81,6.21,478,False,False,False,False,2.61,False,89.62,False,6,True,0.0248,43,90.28,False,5,True,5,True,2,True,0,True,False,
A10_Msad_Lschool_Gempathy_S42_Cfull,A10_Msad_Lschool_Gempathy_S42,full,10,5,sad,school,empathy,empathy: caring about how others feel,42,117.62,3,False,False,16,3.88,8.48,526,False,True,True,False,4.1,False,84.98,False,6,True,0.0201,45,92.53,False,4,True,6,True,4,True,0,True,False,
A10_Mscared_Lschool_Gempathy_S42_Cbaseline,A10_Mscared_Lschool_Gempathy_S42,baseline,10,5,scared,school,empathy,empathy: caring about how others feel,42,13.62,1,,,16,4.38,7.56,529,False,False,False,False,2.95,False,90.4,True,6,True,0.0175,54,91.36,False,3,True,6,True,2,True,0,True,False,
A10_Mscared_Lpark_Gempathy_S1337_Cfull,A10_Mscared_Lpark_Gempathy_S1337,full,10,5,scared,park,empathy,empathy: caring about how others feel,1337,63.04,3,False,False,16,4.25,8.34,567,False,True,True,False,3.3,False,89.86,False,6,True,0.0193,52,92.55,False,5,True,5,True,3,True,0,True,False,
A10_Mscared_Lschool_Gempathy_S1337_Cbaseline,A10_Mscared_Lschool_Gempathy_S1337,baseline,10,5,scared,school,empathy,empathy: caring about how others feel,1337,19.86,1,,,16,4.0,8.42,539,False,True,True,False,3.73,False,87.17,False,6,True,0.0277,48,89.0,False,6,True,5,True,4,True,0,True,False,
A10_Mscared_Lschool_Gpersistence_S42_Cbaseline,A10_Mscared_Lschool_Gpersistence_S42,baseline,10,5,scared,school,persistence,persistence: keeping trying when tasks are hard,42,14.43,1,,,16,5.56,6.34,564,False,False,False,False,1.89,False,95.54,True,6,True,0.0127,67,85.79,False,3,True,6,True,4,True,0,True,False,
A10_Mscared_Lpark_Gpersistence_S42_Cfull,A10_Mscared_Lpark_Gpersistence_S42,full,10,5,scared,park,persistence,persistence: keeping trying when tasks are hard,42,71.34,3,False,False,16,4.94,7.65,604,False,False,False,False,2.21,False,95.44,True,0,False,0.0317,63,92.47,False,4,True,5,True,3,True,0,True,False,
A10_Mscared_Lpark_Gpersistence_S1337_Cfull,A10_Mscared_Lpark_Gpersistence_S1337,full,10,5,scared,park,persistence,persistence: keeping trying when tasks are hard,1337,64.28,3,False,False,16,3.75,7.25,435,False,True,False,False,2.19,False,95.71,True,6,True,0.0328,44,92.98,False,3,True,6,True,3,True,0,True,False,
A10_Mscared_Lschool_Gempathy_S42_Cfull,A10_Mscared_Lschool_Gempathy_S42,full,10,5,scared,school,empathy,empathy: caring about how others feel,42,64.69,3,False,False,16,4.81,7.52,579,False,False,False,False,2.85,False,90.64,True,6,True,0.0276,61,92.46,False,2,True,6,True,3,True,0,True,False,
A10_Mscared_Lschool_Gpersistence_S1337_Cbaseline,A10_Mscared_Lschool_Gpersistence_S1337,baseline,10,5,scared,school,persistence,persistence: keeping trying when tasks are hard,1337,40.41,1,,,16,4.88,6.35,495,False,False,False,False,3.22,False,85.42,False,6,True,0.0156,45,90.55,False,3,True,5,True,2,True,0,True,False,
A10_Mscared_Lschool_Gempathy_S1337_Cfull,A10_Mscared_Lschool_Gempathy_S1337,full,10,5,scared,school,empathy,empathy: caring about how others feel,1337,65.71,3,False,False,16,5.81,5.43,505,False,False,False,False,1.44,False,95.63,True,6,True,0.013,58,92.87,False,5,True,5,True,2,True,0,True,False,
A10_Mscared_Lschool_Gpersistence_S42_Cfull,A10_Mscared_Lschool_Gpersistence_S42,full,10,5,scared,school,persistence,persistence: keeping trying when tasks are hard,42,62.74,3,False,False,16,4.38,7.34,514,False,False,False,False,2.57,False,92.98,True,6,True,0.0136,54,90.89,False,3,True,5,True,3,True,0,True,False,
A10_Mscared_Lschool_Gpersistence_S1337_Cfull,A10_Mscared_Lschool_Gpersistence_S1337,full,10,5,scared,school,persistence,persistence: keeping trying when tasks are hard,1337,60.69,3,False,False,16,3.94,8.33,525,False,True,True,False,3.37,False,89.99,False,6,True,0.0109,47,90.49,False,4,True,6,True,2,True,0,True,False,
